year,athlete_id,player,team,ppa_per_dropback,total_ppa_pass
2024,4690977,Donovan Smith,Houston,-0.009,-1.282
2024,4691272,Stone Earle,Marshall,0.123,14.311
2024,4691745,Graeson Underwood,The Citadel,-3.07,-3.07
2024,4692052,Carter Peevy,Maine,0.3,101.29
2024,4692530,Chandler Morris,North Texas,0.317,157.223
2024,4693331,Cam Miller,North Dakota State,0.558,203.233
2024,4693861,Myles Crawley,Grambling,0.231,42.58
2024,4694023,Nate Lussier,Brown,NA,0
2024,4694149,Walker Eget,San José State,0.279,90.305
2024,4694361,Bryce Corriston,Wofford,-0.092,-2.577
2024,4694389,Luke Duby,Black Hills State,0.408,9.802
2024,4694576,Kobe Tracy,Idaho State,0.32,132.225
2024,4694856,Luke Bailey,Drake,0.246,81.592
2024,4694939,Nathan Kent,Towson,NA,0
2024,4695009,Ethan Roberts,Tennessee Tech,NA,0
2024,4695400,Mark Gronowski,South Dakota State,0.384,122.881
2024,4695600,Bryson Barnes,Utah State,0.233,31.456
2024,4695616,Isaiah Chavez,New Mexico,NA,0
2024,4695709,Devin Brown,Ohio State,0.243,6.076
2024,4695867,Grant Wilson,Old Dominion,0.174,14.246
2024,4695904,Matthew Sluka,UNLV,0.066,3.427
2024,4695914,Hunter Hays,Idaho State,0.5,24.478
2024,4696065,Derek Robertson,Monmouth,0.556,228.999
2024,4696066,Anthony Harris,Maine,-0.211,-3.378
2024,4696371,Dante Perri,Lehigh,0.289,18.791
2024,4696561,Jacob Conover,Utah State,-0.232,-1.158
2024,4696819,Eli Sawyer,SE Louisiana,0.28,84.932
2024,4696880,Walker Harris,North Carolina Central,0.337,71.012
2024,4696881,Quest Powell,North Carolina Central,-0.666,-2.665
2024,4697094,DJ Williams,Southern Illinois,0.261,20.098
2024,4697122,Gaston Moore,Tennessee,0.274,6.024
2024,4697131,Bronson Barron,Southern Utah,0.381,33.498
2024,4697512,Robby Ashford,South Carolina,0.54,19.43
2024,4697625,Victor Gabalis,Tarleton State,0.599,167.594
2024,4698247,Mitchell Dixon,UC Davis,1.42,12.784
2024,4698250,Grant Harper,UC Davis,0.915,6.404
2024,4700135,Cam Fancher,Florida Atlantic,0.166,38.426
2024,4701307,Henry Hesson,Miami (OH),0.282,5.367
2024,4702829,Braedyn Locke,Wisconsin,0.229,68.184
2024,4708067,Kai Horton,Tulane,-0.185,-0.185
2024,4709012,Jase Bauer,Sam Houston,-0.009,-0.574
2024,4709977,Brayden Schager,Hawai'i,0.141,60.079
2024,4710001,CJ Montes,Fordham,-0.119,-5.591
2024,4714009,Myles Burkett,UAlbany,0.324,72.214
2024,4714300,Holden Geriner,Auburn,1.252,1.252
2024,4714771,Drew Allar,Penn State,0.378,155.051
2024,4715345,Devin Farrell,Rhode Island,0.341,72.573
2024,4731981,Carlos Davis,Towson,0.107,10.099
2024,4736246,Jacob Knuth,Kansas State,1.322,2.644
2024,4746127,Zach Pyron,Georgia Tech,0.008,0.511
2024,4755664,Nick Evers,UConn,0.098,18.281
2024,4773919,Thomas Castellanos,Boston College,0.439,77.338
2024,4775136,Owen McCown,UTSA,0.245,117.913
2024,4775196,Tommy Mellott,Montana State,0.571,162.075
2024,4775224,Xander Werner,Northern Arizona,0.782,3.128
2024,4775264,Tony Muskett,Virginia,0.171,13.702
2024,4775291,Anthony Chiccitt,Robert Morris,0.361,91.284
2024,4781200,Justin Lewis,Merrimack,0.532,9.576
2024,4790965,Donovan Leary,Illinois,0.481,2.404
2024,4795295,Katin Houser,East Carolina,0.427,92.554
2024,4799987,Ryan Burger,Liberty,-0.049,-1.029
2024,4801299,Rocco Becht,Iowa State,0.291,136.692
2024,4801301,Tevin Carter,Tennessee State,0.131,0.524
2024,4801302,Julian Calvez,UT Martin,-0.018,-0.219
2024,4801306,Conner Harrell,North Carolina,0.267,10.696
2024,4801307,Tayven Jackson,Indiana,0.509,18.83
2024,4801308,Khalib Johnson,Kennesaw State,-0.544,-13.047
2024,4801717,Noah Fifita,Arizona,0.197,89.655
2024,4804885,Brandon Rose,Utah,0.277,8.873
2024,4806463,Bryce Archie,South Florida,0.126,38.43
2024,4816095,Blaine Hipa,Princeton,0.144,35.965
2024,4819250,AJ Bianco,Nevada,0.452,10.856
2024,4832583,Tanner Murray,SE Louisiana,0.419,2.097
2024,4832789,Carson Haggard,Abilene Christian,0.591,21.288
2024,4832830,Joshua Wood,Fresno State,-0.192,-5.757
2024,4832918,Ethan Vasko,Coastal Carolina,0.301,82.052
2024,4833597,Brayden Fowler-Nicolosi,Colorado State,0.339,124.551
2024,4833635,Landy Lyddy,UAB,-0.85,-3.4
2024,4836471,Jackson Stratton,Iowa,0.143,5.295
2024,4836476,Davin Wydner,West Georgia,0.371,32.685
2024,4837195,Luca Stanzani,Long Island University,0.181,21.373
2024,4837248,Fernando Mendoza,California,0.333,133.004
2024,4837469,Amari Jones,Florida International,0.288,3.173
2024,4838536,Tyler Hughes,William & Mary,-0.336,-4.707
2024,4838679,Ashton Daniels,Stanford,0.064,16.168
2024,4868721,Tyler Voss,San Diego,-0.306,-0.611
2024,4869553,Bishop Davenport,South Alabama,0.358,28.246
2024,4869817,Cole Pennington,Marshall,0.612,4.283
2024,4869991,Caden Veltkamp,Western Kentucky,0.385,155.287
2024,4870513,Maddux Madsen,Boise State,0.4,160.638
2024,4870518,Zeon Chriss,Houston,0.076,10.291
2024,4870607,Jackson Arnold,Oklahoma,0.035,9.722
2024,4870636,Pierce Clarkson,Louisville,-0.529,-2.645
2024,4870645,Rickie Collins,LSU,-0.077,-0.387
2024,4870712,Cameron Edge,Maryland,0.816,6.529
2024,4870757,Ahmad Haston,Massachusetts,0.673,5.383
2024,4870793,Tad Hudson,Coastal Carolina,-0.132,-3.166
2024,4870799,Nico Iamaleava,Tennessee,0.274,97.098
2024,4870819,Eli Holstein,Pittsburgh,0.257,77.257
2024,4870848,Tyler Jefferson,Central Michigan,-0.112,-7.163
2024,4870857,Avery Johnson,Kansas State,0.327,124.435
2024,4870864,Gabarri Johnson,Oregon State,-0.11,-3.742
2024,4870889,Chris Parson,Mississippi State,-0.515,-1.03
2024,4870900,Dylan Lonergan,Alabama,0.176,1.057
2024,4870906,Arch Manning,Texas,0.589,55.41
2024,4870921,Dante Moore,Oregon,0.275,2.2
2024,4870928,Malachi Nelson,Boise State,0.377,7.154
2024,4870971,Marcel Reed,Texas A&M,0.229,54.968
2024,4870999,Malachi Singleton,Arkansas,0.627,19.451
2024,4871091,D'Wayne' Winfield,Louisiana,-0.203,-0.405
2024,4872459,Jarrett Synek,South Dakota,-0.525,-0.525
2024,4872721,Cardell Williams,Tulsa,-0.269,-3.226
2024,4872956,Holman Edwards,Houston,-0.82,-0.82
2024,4873612,Brody Rhodes,Georgia Tech,NA,0
2024,4875096,Zachary Jackson,Towson,-0.703,-0.703
2024,4875125,Max Brown,Charlotte,-0.065,-6.603
2024,4875125,Max Brown,Charlotte,-0.065,-6.603
2024,4875127,Lanorris Sellers,South Carolina,0.342,112.591
2024,4875128,Lex Thomas,NC State,-0.104,-0.834
2024,4875352,Cole Freeman,Columbia,0.369,39.512
2024,4875428,Jake Jensen,USC,NA,0
2024,4875733,Pat McQuaide,Nicholls,0.311,101.381
2024,4875854,Ben Harris,North Alabama,-0.009,-0.219
2024,4875855,Ralph Rucker,Bucknell,0.314,118.886
2024,4875866,Reese Poffenbarger,Miami,-0.543,-5.431
2024,4876066,Zevi Eckhaus,Washington State,0.534,26.145
2024,4876109,Jaden Jones,Cal Poly,0.303,13.635
2024,4876140,Kekoa Visperas,Eastern Washington,0.452,96.64
2024,4876199,Daniel Britt,Northern State,0.322,3.543
2024,4876244,RJ Martinez,Texas State,0.324,7.453
2024,4876245,PJ London,Northern Arizona,0.225,7.635
2024,4876330,Jackson Berry,Southern Utah,0.389,68.088
2024,4876376,Creyton Cooper,Weber State,NA,0
2024,4876423,Tommy Brown,Wagner,-0.321,-0.321
2024,4876444,Max Monroe,Presbyterian,NA,0
2024,4876457,Jake Willcox,Brown,0.288,89.73
2024,4876461,Will Jarvis,Brown,0.527,1.053
2024,4876611,Michael Hardyway,Bucknell,0.482,22.156
2024,4876662,Michael Brescia,Colgate,0.274,18.058
2024,4876789,Luke Durkin,Davidson,0.251,18.789
2024,4876800,LJ Phillips Jr.,Davidson,-0.151,-1.656
2024,4876810,Blake Ellingson,Drake,-0.656,-9.839
2024,4876839,Frankie Savino,Monmouth,0.246,0.984
2024,4876865,Carter Cravens,Morehead State,0.335,55.883
2024,4876948,Warner Bush,Presbyterian,-0.114,-1.023
2024,4877211,Jace Wilson,Texas Southern,0.208,18.338
2024,4877282,Tre Lawrence,Alcorn State,0.352,7.047
2024,4877380,Quincy Crittendon,Samford,0.204,74.385
2024,4877387,Junior Muratovic,Florida A&M,-0.444,-20.406
2024,4877583,Kyle Pinnix,Wofford,1.83,5.491
2024,4877717,Matthew Caldwell,Troy,0.34,78.616
2024,4877811,Billy Atkins,James Madison,0.405,9.713
2024,4877890,Kyle Wickersham,Richmond,0.019,0.947
2024,4878151,Darius Wilson,William & Mary,0.396,79.908
2024,4878188,Chad Martini,Cornell,0.507,4.059
2024,4878197,Jameson Wang,Cornell,0.502,134.96
2024,4878223,Jackson Proctor,Dartmouth,0.663,108.655
2024,4878255,Aidan Sayin,Pennsylvania,0.237,38.946
2024,4878284,Tommy Rittenhouse,Illinois State,0.373,143.262
2024,4878681,Davis Warren,Michigan,0.187,39.877
2024,4878822,Jaylon Tolbert,Howard,0.389,19.828
2024,4878834,Matt Morrissey,Eastern Kentucky,0.145,42.846
2024,4878884,Jon Bell,South Dakota State,0.528,7.389
2024,4878911,Jakob Foss,Nicholls,1.983,3.966
2024,4878912,Hunter Simmons,Southern Illinois,0.12,15.78
2024,4878988,Gavin McCusker,Merrimack,NA,0
2024,4879058,Joe Pesansky,Holy Cross,0.485,124.13
2024,4879079,Brock Bagozzi,Missouri State,-0.522,-3.13
2024,4879091,Logan Brabham,Marist,0.017,0.26
2024,4879147,Michael Appel Jr.,Valparaiso,-0.264,-10.303
2024,4879190,CJ Rogers,Houston Christian,0.074,4.062
2024,4879225,Simon Romfo,North Dakota,0.176,55.493
2024,4879250,Cole Payton,North Dakota State,-0.327,-6.541
2024,4879535,Dalton McElyea,Stephen F. Austin,NA,0
2024,4879928,Bryson Daily,Army,0.419,44.395
2024,4880272,Byrum Brown,South Florida,0.109,16.072
2024,4880758,Chris Irvin,Western Illinois,0.585,14.037
2024,4881352,Jack Shields,Buffalo,NA,0
2024,4883110,Grant Jordan,Yale,0.569,106.459
2024,4883877,Joe Crifasi,Central Connecticut,0.982,6.872
2024,4884086,Jalen Macon,Northern Illinois,0.342,2.392
2024,4887446,Gevani McCoy,Oregon State,0.076,16.534
2024,4887635,Brady Meitz,Stetson,0.64,147.798
2024,4887689,Duce Taylor,Morgan State,0.438,17.513
2024,4888130,Noah Bodden,Southern,0.291,40.116
2024,4889929,Quinn Ewers,Texas,0.322,149.884
2024,4893657,Gavin Wimsatt,Kentucky,-0.053,-2.274
2024,4893719,Blaine McAllister,Princeton,0.218,3.057
2024,4896167,Jake Johnson,Austin Peay,-0.016,-0.095
2024,4896184,C.J. Henry,Delaware State,0.045,4.421
2024,4899046,Brendan Sorsby,Cincinnati,0.254,101.738
2024,4899369,Christopher Vizzina,Clemson,-0.187,-4.667
2024,4899468,Kaden Anderson,Wyoming,0.379,44.375
2024,4900934,Stephen Kittleman,Tulsa,1.2,3.599
2024,4911929,Alonza Barnett,James Madison,0.176,67.332
2024,4911961,Jack Lausch,Northwestern,0.02,6.135
2024,4912119,Tucker Kilcrease,Troy,0.265,14.047
2024,4912647,Austin Novosad,Oregon,-0.194,-0.389
2024,4912864,Raheim Jeter,East Carolina,NA,0
2024,4913758,Dijon Jennings,Weber State,0.281,0.561
2024,4915837,Grayson Loftis,Duke,NA,0
2024,4915980,John Mateer,Washington State,0.39,142.287
2024,4916436,E.J. Warner,Rice,0.148,61.846
2024,4916888,Bert Emanuel Jr.,Central Michigan,1.357,8.139
2024,4917093,Ryan Staub,Colorado,-0.651,-2.604
2024,4917305,Cam'Ron McCoy,Jackson State,0.6,16.203
2024,4917421,Nevan Cremascoli,South Dakota,2.233,8.931
2024,4918099,Kenny Minchey,Notre Dame,-0.052,-0.052
2024,4920153,William Watson III,Virginia Tech,-0.059,-4.113
2024,4920156,Dylan Rizk,UCF,0.245,28.965
2024,4920158,Brock Glenn,Florida State,-0.057,-7.015
2024,4920192,Carson Conklin,Sacramento State,0.332,117.352
2024,4920193,Ethan Crawford,Southern Miss,-0.065,-9.238
2024,4920196,Javance Tupou'ata-Johnson,San Diego State,0.28,10.637
2024,4920227,Giovanni Lopez,South Alabama,0.342,104.632
2024,4923050,Israel Carter,South Florida,1.506,21.091
2024,4949488,Jacobe Robinson,Boston College,-0.416,-1.663
2024,4954456,Kasen Weisman,Florida Atlantic,-0.015,-1.108
2024,5010409,Jayden Mandal,Fresno State,-0.226,-2.259
2024,5044387,Anthony Colandrea,Virginia,0.062,21.587
2024,5054036,Jackson Brousseau,Colorado State,-0.633,-3.796
2024,5074245,Broc Lowry,Western Michigan,-0.366,-3.293
2024,5075392,Keldric Luster,SMU,-1.053,-4.213
2024,5075571,John-Keawe Sagapolutele,Hawai'i,0.21,1.049
2024,5075800,Emory Williams,Miami,0.312,7.789
2024,5075805,Aidan Chiles,Michigan State,0.291,95.915
2024,5076111,Tyler Douglas,Temple,NA,0
2024,5076949,Evan Bullock,Louisiana Tech,0.186,60.667
2024,5077806,Tucker McDonald,UConn,-0.717,-3.583
2024,5078166,Ajani Sheppard,Rutgers,NA,0
2024,5078810,Sam Leavitt,Arizona State,0.359,125.987
2024,5079301,CJ Bailey,NC State,0.394,121.485
2024,5079318,Elijah Brown,Stanford,0.159,7.472
2024,5079443,Hauss Hejny,TCU,NA,0
2024,5079465,Michael Hawkins Jr.,Oklahoma,0.187,24.471
2024,5079508,Austin Mack,Alabama,1.536,4.608
2024,5079516,KJ Jackson,Arkansas,1.077,4.307
2024,5079531,Jake Merklinger,Tennessee,0.083,0.829
2024,5079533,Mabrey Mettauer,Wisconsin,-0.627,-0.627
2024,5079537,Ju'Juan Johnson,LSU,0.496,2.478
2024,5079542,Luke Kromenhoek,Florida State,-0.081,-8.343
2024,5079555,D.J. Lagway,Florida,0.35,71.721
2024,5079572,Dylan Raiola,Nebraska,0.211,84.444
2024,5079620,Michael Van Buren Jr.,Mississippi State,0.211,56.254
2024,5079628,John White,Southern Miss,-0.387,-13.937
2024,5079653,Demond Williams Jr.,Washington,0.25,31.505
2024,5079712,Julian Sayin,Ohio State,-0.162,-1.618
2024,5079762,Cole Welliver,UConn,-0.652,-2.609
2024,5079764,Walker White,Auburn,-0.012,-0.061
2024,5079771,Isaac Wilson,Utah,0.136,31.06
2024,5080403,Jaylen Raynor,Arkansas State,0.201,90.019
2024,5081092,Mikey Pauley,Kansas,NA,0
2024,5081127,George Hamsley,Tennessee State,NA,0
2024,5081178,Trace Campbell,UAB,-0.55,-1.649
2024,5081197,Grady Brosterhous,Virginia,NA,0
2024,5081239,Steven Johnson,East Tennessee State,0.125,0.376
2024,5081405,AJ Swann,LSU,-0.213,-0.852
2024,5081434,Trent Pearman,Clemson,-1.792,-5.376
2024,5081504,Blake Horvath,Navy,0.406,60.838
2024,5081804,Mason Maggs,Ohio State,NA,0
2024,5081856,Nate Glantz,Lindenwood,0.425,110.897
2024,5081925,General Booty,UL Monroe,-0.002,-0.106
2024,5082005,Tyriq Starks,Florida Atlantic,0.478,29.665
2024,5082125,Dewayne Coleman,Army,0.289,4.913
2024,5082330,John Alan Richter,Toledo,0.228,15.299
2024,5082571,Jameson Holcomb,Murray State,-0.066,-1.979
2024,5082633,Evan Svoboda,Wyoming,-0.037,-8.958
2024,5082965,Tommy Ulatowski,Kent State,0.31,49.053
2024,5083042,Skyler Locklear,UTEP,0.162,39.129
2024,5083104,Braden Bohannon,Kennesaw State,0.279,2.791
2024,5083145,Bo Kelly,Cal Poly,0.306,41.973
2024,5083171,Jack Layne,Idaho,0.356,25.644
2024,5083199,Jeremiah Salem,Eastern Michigan,-0.249,-1.745
2024,5083213,Jordan Reed,Montana State,-0.995,-4.973
2024,5083285,Tanner Maddocks,Villanova,0.049,0.541
2024,5083373,Ashten Snelsire,Richmond,1.442,4.326
2024,5083410,AJ Simpkins,Columbia,0.898,0.898
2024,5083436,Barry Kleinpeter,New Hampshire,0.274,6.857
2024,5083490,Ayden Pereira,Merrimack,0.451,55.476
2024,5083569,Jaden Craig,Harvard,0.645,120.578
2024,5083757,Paxton DeLaurent,Southeast Missouri State,0.404,225.621
2024,5083847,Dean DeNobile,Lafayette,0.37,121.894
2024,5083895,Luke Schomburg,Chattanooga,0.74,48.83
2024,5083941,Collin Shannon,VMI,-0.263,-12.076
2024,5084084,Kevin Jennings,SMU,0.439,170
2024,5084180,Diego Pavia,Vanderbilt,0.332,104.382
2024,5084240,Christian Arceneaux,Nicholls,-0.247,-1.979
2024,5084305,Mekhi Hagens,Arkansas-Pine Bluff,0.427,100.819
2024,5084352,Bryce Patterson,Morehead State,0.247,9.126
2024,5084404,Liam O'Brien,Pennsylvania,0.704,78.888
2024,5084802,AJ Wilson,Houston Christian,2.066,66.114
2024,5084828,Luke Bottari,Utah,0.229,7.102
2024,5085026,Keegan Patterson,Indiana State,-0.393,-3.935
2024,5085112,Emmett Brown,San José State,0.373,79.403
2024,5085259,Ashton Frye,Grambling,-0.072,-0.429
2024,5085337,Keyone Jenkins,Florida International,0.33,102.932
2024,5085356,Austin Myers,Central Arkansas,-0.179,-1.97
2024,5085440,Richie Lankford,West Georgia,1.102,2.205
2024,5085644,Coulter Cleland,Davidson,0.474,6.635
2024,5085714,Jordan Pachot,Southern Utah,-0.447,-2.682
2024,5085718,Hess Horne,Mercer,0.108,3.901
2024,5085754,Matthew Schecklman,Northern Iowa,0.352,58.758
2024,5085784,Chase Mason,South Dakota State,0.07,2.375
2024,5085788,Enzo Arjona,Marist,0.084,6.324
2024,5085808,Marqui Adams,Delaware State,0.321,39.178
2024,5085848,Carson Jones,Furman,0,-0.041
2024,5085941,Zach Osborne,Colgate,-0.109,-0.76
2024,5086102,Cameron Hergott,Eastern Kentucky,-0.183,-1.466
2024,5086156,Danny Lauter,Georgetown,0.298,81.053
2024,5086182,Jack Capaldi,Fordham,0.101,20.376
2024,5086524,Bryant Ward,Elon,NA,0
2024,5086627,Cole Tannenbaum,Arizona,-0.776,-3.879
2024,5086920,Eli Brickhandler,Houston Christian,0.099,6.112
2024,5086951,Noah Sanders,North Carolina A&T,NA,0
2024,5086970,Ryan O'Connor,Delaware,0.326,40.479
2024,5087029,Brady Preston,Butler,0.207,0.414
2024,5087031,Reagan Andrew,Butler,0.343,75.905
2024,5087069,Max Mosey,Holy Cross,1.574,66.115
2024,5087130,Jordan Heisey,Duquesne,0.584,16.344
2024,5087156,Nathan Hayes,North Dakota State,1.121,22.417
2024,5087188,Colton Hackel,Northern State,-0.922,-1.843
2024,5087297,Ja'Shawn Scroggins,Howard,0.145,29.769
2024,5087689,Kaden Huot,Montana,NA,0
2024,5088096,Ty Englehart,Presbyterian,0.068,3.311
2024,5088166,Ashur Carraha,Stonehill,-0.037,-3.095
2024,5088170,Cole Clarke,Stonehill,0.62,8.055
2024,5088334,Nick Whitfield Jr.,St. Francis (PA),0.16,19.84
2024,5088339,Adrian Mejia,St. Francis (PA),-0.176,-4.74
2024,5088893,Cade McConnell,UTEP,0.194,13.575
2024,5088960,Reggie Graff,Utah Tech,0.37,50.266
2024,5088964,Sonny Mannino,Marist,0.128,35.542
2024,5088992,Amari Powell,St. Thomas (MN),-0.539,-4.31
2024,5088995,Travis Plugge,San Diego,NA,0
2024,5089190,Marshall Howe,Yale,-0.091,-0.366
2024,5089314,Hank Brown,Auburn,0.299,12.571
2024,5089335,Rowan Keefe,Valparaiso,0.056,1.466
2024,5089540,Cole Gonzales,Western Carolina,0.421,125.577
2024,5089862,Quaterius Hawkins,Northwestern State,0.287,19.262
2024,5091564,Aidan Leffler,Ball State,-0.3,-1.8
2024,5091836,Jaxon Potter,Washington State,1.021,2.042
2024,5091890,Kadin Semonza,Ball State,0.219,96.834
2024,5092662,JD Sherrod,Kent State,-0.467,-3.735
2024,5092781,Jack Turner,Louisiana Tech,-0.044,-3.41
2024,5093814,Malcolm Mays,Hampton,0.349,51.021
2024,5093922,Maealiuaki Smith,Oklahoma State,0.192,14.398
2024,5093929,Eric Rodriguez,East Texas A&M,-0.015,-0.596
2024,5094040,Brogan McCaughey,Yale,0.593,24.925
2024,5095112,Zach Tanner,Robert Morris,0.774,22.452
2024,5095771,Ethan Greenwood,Long Island University,0.627,45.152
2024,5096813,Channing Dumas,Miles College,0.57,1.141
2024,5100516,Damien Mazil,Wagner,1.067,27.742
2024,5101124,Micah Alejado,Hawai'i,0.649,46.077
2024,5102031,Max Blanc,Youngstown State,-1.797,-7.187
2024,5104738,Ryan Browne,Purdue,0.129,10.692
2024,5105849,Devon Dampier,New Mexico,0.234,85.722
2024,5110101,EJ Caminong,California,-0.321,-6.748
2024,5121169,Darian Mensah,Tulane,0.55,160.578
2024,5122054,Aidan Armenta,UL Monroe,0.17,33.768
2024,5123665,Trey Owens,Texas,-0.033,-0.131
2024,5125301,Carson Cruver,Florida Atlantic,0.819,0.819
2024,5125715,Colton Joseph,Old Dominion,0.335,76.651
2024,5125765,PJ Hatter,Texas State,NA,0
2024,5126464,Deuce Adams,Louisville,NA,0
2024,5126465,Tim Carpenter,Tulsa,0.469,4.224
2024,5126468,Will Hammond,Texas Tech,0.273,15.572
2024,5126470,Trever Jackson,Florida State,NA,0
2024,5126474,Danny O'Neil,San Diego State,0.147,49.967
2024,5127900,Shay Smith,UTEP,-0.573,-1.718
2024,5132812,Aaron Philo,Georgia Tech,0.277,20.228
2024,5138131,Deshawn Purdie,Charlotte,0.157,29.774
2024,5138131,Deshawn Purdie,Charlotte,0.157,29.774
2024,5140620,Connor Moberly,Iowa State,-0.152,-1.672
2024,5141378,Cutter Boley,Kentucky,-0.075,-4.271
2024,5141395,EJ Colson,UCF,-0.534,-10.138
2024,5141684,Austin Simmons,Ole Miss,0.305,10.056
2024,5144078,Ethan Grunkemeyer,Penn State,0.094,0.188
2024,5144313,Michael Merdinger,North Carolina,-0.216,-3.461
2024,5144959,Drake Lindsey,Minnesota,1.306,6.532
2024,5145396,Miles O'Neill,Texas A&M,1.096,6.575
2024,5145459,Nate Bennett,Baylor,1.342,2.685
2024,5145592,Tyler Budge,Georgia Southern,NA,0
2024,5146355,AJ Hairston,Massachusetts,0.317,23.788
2024,5146661,Daniel Beale,Louisiana,-0.1,-3.197
2024,5146670,Alessio Milivojevic,Michigan State,-1.833,-1.833
2024,5147757,Arrington Maiden,Memphis,NA,0
2024,5148803,Brad Jackson,Texas State,0.287,3.735
2024,5149056,Jadyn Glasser,Central Michigan,-0.06,-4.926
2024,5150297,Cale Hellums,Army,NA,0
2024,5150426,Deljay Bailey,Grambling,0.329,19.412
2024,5150611,Jake Retzlaff,BYU,0.264,98.056
2024,5150645,Ui Ale,Houston,0.219,3.069
2024,5150663,Champ Long,Maryland,0.081,0.244
2024,5150998,Blake Baker,Louisiana Tech,0.248,9.19
2024,5151017,Travis Egan,Louisville,NA,0
2024,5151060,Cole Ballard,Kansas,0.85,4.251
2024,5151218,Lucian Anderson III,Bowling Green,-0.328,-3.94
2024,5151231,Forrest Brock,Temple,-0.024,-2.599
2024,5151339,Anthony Garcia,Arizona,NA,0
2024,5151365,Richie Watts,Cal Poly,0.349,11.181
2024,5151366,Gunnar Gray,Buffalo,-0.455,-4.55
2024,5151506,Josh Holst,Northern Illinois,0.185,21.331
2024,5151618,Kirk Francis,Tulsa,0.115,28.346
2024,5151904,John Busha,Air Force,-0.183,-15.156
2024,5151948,Joey Aguilar,App State,0.278,89.939
2024,5152163,Harris Boyd,Memphis,NA,0
2024,5152839,Jaylen King,East Tennessee State,0.152,28.13
2024,5153782,Amari Odom,Wofford,0.307,60.431
2024,5153845,Zach Marker,Delaware,0.322,44.728
2024,5153846,Nick Minicucci,Delaware,0.181,24.289
2024,5153849,Daniel Lipovski,Delaware,-1.033,-1.033
2024,5154302,David Lynch,Pittsburgh,-0.447,-12.973
2024,5155039,Aidan Warner,Florida,-0.114,-5.94
2024,5155864,Julian Dugger,Pittsburgh,0.267,3.743
2024,5156090,Dylan Laible,Tennessee Tech,0.12,18.285
2024,5158343,Braxton Woodson,Navy,0.191,6.866
2024,5160224,Trip Maxwell,Stetson,-0.019,-0.929
2024,5160730,Max Cutforth,Boise State,0.552,1.104
2024,5163745,Jalyn Gramstad,Nebraska,-0.435,-1.304
2024,5172036,JC Evans,James Madison,0.938,0.938
2024,5191162,Alberto Mendoza,Indiana,0.117,0.117
