year,athlete_id,player,team,ppa_per_dropback,total_ppa_pass
2021,4567031,Michael Kern,Wake Forest,0.559,2.236
2021,4567058,Leo Kelly,Wake Forest,-0.42,-1.259
2021,4567097,Taulia Tagovailoa,Maryland,0.351,170.553
2021,4567102,Paul Tyson,Alabama,0.494,7.907
2021,4567149,KJ Jefferson,Arkansas,0.409,121.054
2021,4567218,Bo Nix,Auburn,0.262,87.555
2021,4567241,Kinkead Dent,Ole Miss,-0.408,-1.63
2021,4567707,Grayson James,Florida International,0.309,8.341
2021,4567747,Garrett Nussmeier,LSU,0.04,2.346
2021,4567748,Sam Huard,Washington,0.23,8.742
2021,4568310,Ty Evans,Texas State,NA,0
2021,4568336,Zach Gibson,Akron,0.343,52.781
2021,4568411,Cornelious Brown,Georgia State,0.045,3.434
2021,4568526,Maasai Maynor,Navy,-0.231,-4.164
2021,4569184,Trenton Bourguet,Arizona State,0.752,7.517
2021,4569598,Dylan Morris,Washington,0.291,95.008
2021,4569628,Aaron Angelos,Lafayette,0.191,3.051
2021,4570057,Cole Snyder,Rutgers,0.138,3.716
2021,4570088,Connor Genal,New Mexico,-0.198,-2.576
2021,4570259,Daniel Richardson,Central Michigan,0.388,111.025
2021,4570743,Santino Marucci,Wake Forest,NA,0
2021,4571184,Justin Miller,Southern Utah,0.009,0.513
2021,4571339,Brock Domann,Louisville,NA,0
2021,4571364,Hajj-Malik Williams,Campbell,0.113,3.51
2021,4571641,Warren Bryan,Air Force,-0.313,-2.505
2021,4572366,Andrew Brito,UCF,0.331,0.994
2021,4572387,Jordon Brookshire,San Diego State,0.134,14.423
2021,4572934,Seth Morgan,VMI,-0.211,-4.425
2021,4573455,Darius Perrantes,Duquesne,0.27,12.138
2021,4573600,Zachary Clement,Northwestern State,-0.98,-1.96
2021,4573680,Nolan Grooms,Yale,-0.142,-4.263
2021,4574388,Marcus Riley,Bethune-Cookman,1.714,3.428
2021,4575437,Grant Gremel,Indiana,-0.042,-2.625
2021,4575662,Isaiah Bravo,UTEP,NA,0
2021,4575668,Gavin Hardison,UTEP,0.531,149.645
2021,4576064,Davius Richard,North Carolina Central,-0.107,-3.223
2021,4576152,Quincy Vaughn,North Dakota,1.59,3.181
2021,4576173,Joey Marousek,Akron,-0.155,-0.621
2021,4576189,Aveon Smith,Miami (OH),NA,0
2021,4577303,Cade Ballard,Army,-5.35,-10.7
2021,4577305,Jemel Jones,Army,0.947,10.42
2021,4577478,Tyler Riddell,East Tennessee State,0.19,4.761
2021,4577841,Sagan Gronauer,Idaho State,0.4,9.603
2021,4577962,Camden Orth,Long Island University,0.169,4.391
2021,4578878,Trae Self,Stephen F. Austin,0.021,1.268
2021,4579073,Tommy Schuster,North Dakota,0.488,20.515
2021,4580590,Zachary Larrier,Air Force,NA,0
2021,4592531,Ari Patu,Stanford,0.122,1.824
2021,4596472,Jalon Daniels,Kansas,0.306,34.926
2021,4597247,Austin Smith,Eastern Michigan,0.721,0.721
2021,4597499,Mikey Keene,UCF,0.223,62.576
2021,4597679,Luke Altmyer,Ole Miss,-0.362,-16.637
2021,4600403,Braylon Braxton,Tulsa,NA,0
2021,4600603,Drew Carter,Colorado,-0.198,-2.568
2021,4602923,Jaylen Henderson,Fresno State,-0.383,-3.828
2021,4602937,Colten Gauthier,South Carolina,1.094,1.094
2021,4602968,Nate Hampton,Liberty,0.842,3.37
2021,4605835,Jay Woolfolk,Virginia,-0.13,-6.217
2021,4605998,Logan Fife,Fresno State,0.184,2.213
2021,4606194,Seth Henigan,Memphis,0.406,166.984
2021,4609049,Carl Richardson,Northwestern,0.563,2.252
2021,4610131,Parker Navarro,UCF,0.193,0.387
2021,4612078,JaCobian Morgan,Syracuse,-0.03,-0.03
2021,4613155,Connor Cigelske,Georgia Southern,0.057,2.287
2021,4618083,Ethan Hampton,Northern Illinois,-0.369,-4.431
2021,4682518,Nick Vattiato,Middle Tennessee,0.128,19.209
2021,4682565,Tyler Macon,Missouri,0.04,0.717
2021,4682927,Billy Wiles,Clemson,0.359,1.436
2021,4683012,Eddie Lee Marburger,UTSA,1.601,11.209
2021,4683311,Sam Vidlak,Oregon State,0.099,0.298
2021,4683386,William Haskell,San Diego State,-0.038,-0.266
2021,4683423,Riley Leonard,Duke,0.153,9.769
2021,4683451,Cameron Friel,UNLV,0.205,41.648
2021,4683471,Brady Olson,Massachusetts,0.014,2.989
2021,4683501,Emmett Morehead,Boston College,-0.142,-2.973
2021,4683792,Evan Olaes,Colorado State,0.144,1.728
2021,4684003,Tahj Bullock,Virginia Tech,0.217,1.085
2021,4684083,Tyler Phommachanh,UConn,-0.055,-4.151
2021,4685039,Michael Pratt,Tulane,0.241,81.721
2021,4685040,Justin Ibieta,Tulane,0.013,0.145
2021,4685091,Jack Miller III,Ohio State,0.156,2.179
2021,4685186,Tyler Van Dyke,Miami,0.48,157.384
2021,4685201,Tanner McKee,Stanford,0.292,97.868
2021,4685720,Bryce Young,Alabama,0.457,266.162
2021,4685740,Max Johnson,LSU,0.339,128.664
2021,4685944,Zachary Stevens,Coastal Carolina,1.884,1.884
2021,4685975,Chance Lovertich,Mississippi State,0.544,9.789
2021,4686096,Hunter Helms,Clemson,-0.089,-1.163
2021,4686164,Tai Lavatai,Navy,-0.015,-1.145
2021,4686167,Xavier Arline,Navy,-0.009,-0.219
2021,4687558,Jonah Johnson,New Mexico State,0.099,40.348
2021,4688380,Cameron Ward,Incarnate Word,0.63,28.371
2021,4688443,Kahliq Paulette,Cal Poly,0.014,0.055
2021,4689114,Jaxson Dart,USC,0.326,53.484
2021,4689993,Jake Lange,Southern Miss,0.187,27.301
2021,4690977,Donovan Smith,Texas Tech,0.408,57.964
2021,4691272,Stone Earle,Abilene Christian,0.133,3.859
2021,4692052,Carter Peevy,Mercer,-0.951,-5.704
2021,4692530,Chandler Morris,TCU,0.459,32.131
2021,4693814,Haaziq Daniels,Air Force,0.619,64.969
2021,4693861,Myles Crawley,Alabama State,-0.799,-1.598
2021,4693885,Joe Owens Jr.,Alabama State,NA,0
2021,4693900,Joey Carino,UAlbany,0.193,2.315
2021,4694149,Walker Eget,San José State,-0.316,-2.526
2021,4694240,Harry Kirk,Colgate,-0.213,-0.639
2021,4694489,Chase Hart,William & Mary,0.35,0.35
2021,4695600,Bryson Barnes,Utah,1.69,3.38
2021,4695616,Isaiah Chavez,New Mexico,0.085,2.218
2021,4695784,Carson Camp,South Dakota,0.167,3.685
2021,4695903,Marco Siderman,Holy Cross,0.326,1.305
2021,4695904,Matthew Sluka,Holy Cross,0.233,3.263
2021,4696009,Jackson Waring,Illinois State,NA,0
2021,4696065,Derek Robertson,Maine,0.22,5.505
2021,4696233,Jalen Dummett,Lamar,0.029,0.315
2021,4696561,Jacob Conover,BYU,-1.114,-1.114
2021,4697094,DJ Williams,Murray State,NA,0
2021,4697122,Gaston Moore,Tennessee,-0.391,-0.782
2021,4697131,Bronson Barron,Weber State,0.263,8.674
2021,4697623,Jayden de Laura,Washington State,0.361,122.177
2021,4697625,Victor Gabalis,Washington State,0.023,0.884
2021,4698302,CJ Jordan,Idaho,-0.697,-11.144
2021,4700135,Cam Fancher,Marshall,0.388,1.165
2021,4708067,Kai Horton,Tulane,-0.39,-8.588
2021,4709977,Brayden Schager,Hawai'i,0.102,11.274
2021,4710001,CJ Montes,New Mexico,-0.461,-19.356
2021,4731981,Carlos Davis,Western Carolina,0.009,0.064
2021,4775264,Tony Muskett,Monmouth,0.035,1.332
2021,4874519,Gunnar Gundy,Oklahoma State,NA,0
2021,4875855,Ralph Rucker,Oklahoma,0.207,0.415
2021,4875895,Drew Zaubi,Western Kentucky,0.683,2.731
2021,4876066,Zevi Eckhaus,Bryant,0.142,3.269
2021,4876165,Mikey Zele,Idaho State,-0.294,-0.587
2021,4876244,RJ Martinez,Northern Arizona,0.359,5.022
2021,4876376,Creyton Cooper,Weber State,NA,0
2021,4876406,Guenson Alexis,Wagner,0.271,1.899
2021,4876610,Ethan Grady,Bucknell,0.025,0.834
2021,4877296,CJ Ogbonna,Southeast Missouri State,0.11,1.539
2021,4877583,Kyle Pinnix,Wofford,NA,0
2021,4878151,Darius Wilson,William & Mary,0.086,1.373
2021,4879614,Blake Bost,Texas A&M,0.051,0.306
2021,4881893,Lucas Hartings,Western Michigan,NA,0
2021,4887151,Andrew Body,Texas Southern,0.371,16.689
2021,4887223,Chandler Rogers,UL Monroe,0.227,45.572
2021,4890420,Dino Maldonado,New Mexico State,0.388,24.804
2021,4893657,Gavin Wimsatt,Rutgers,-0.513,-10.252
2021,4895117,Jiya Wright,UL Monroe,0.891,16.037
2021,4907955,Jacob Drena,UConn,0.081,0.324
2022,102597,Will Rogers,Mississippi State,0.239,148.656
2022,3915266,Mylik Mitchell,Ferris State,0.288,5.192
2022,4035430,Lindsey Scott Jr.,Incarnate Word,0.652,249.576
2022,4036210,Tyrrell Pigrome,Towson,0.214,53.811
2022,4036473,Logan Bonner,Utah State,0.307,31.582
2022,4037293,Lucas Johnson,Montana,0.35,86.12
2022,4037556,Steven Duncan,Incarnate Word,0.296,7.688
2022,4040407,Jack Abraham,Missouri,0.572,3.431
2022,4239714,Kyle Vantrease,Georgia Southern,0.338,198.057
2022,4239937,Matt McDonald,Bowling Green,0.3,112.966
2022,4239994,Chase Brice,App State,0.375,128.762
2022,4239998,Hunter Johnson,Clemson,-0.229,-1.372
2022,4240020,James Blackman,Arkansas State,0.232,86.133
2022,4240069,Malik Cunningham,Louisville,0.264,60.08
2022,4240096,Matt McKay,Elon,0.39,102.843
2022,4240351,Tyler Vander Waal,Idaho State,0.643,12.868
2022,4240391,Tommy DeVito,Illinois,0.298,103.551
2022,4240570,Peyton Mansell,Abilene Christian,-1.884,-3.768
2022,4240628,N'Kosi Perry,Florida Atlantic,0.443,125.255
2022,4240756,Tanner Morgan,Minnesota,0.477,77.691
2022,4240796,Tristan Gebbia,Oregon State,0.283,3.396
2022,4240858,Hendon Hooker,Tennessee,0.438,152.983
2022,4240999,Peyton Derrick,The Citadel,0.317,16.821
2022,4241193,Taylor Powell,Eastern Michigan,0.372,103.789
2022,4241222,Charlie Brewer,Liberty,-0.034,-0.44
2022,4241299,Miles Fallin,Northwestern State,0.3,22.167
2022,4241667,Jaylen Gipson,North Alabama,-0.235,-2.349
2022,4241937,Kasim Hill,Rhode Island,0.362,92.062
2022,4241965,Rocky Lombardi,Northern Illinois,0.589,44.771
2022,4242490,Braxton Burmeister,San Diego State,-0.063,-4.981
2022,4242974,Austin Burton,Purdue,0.025,1.402
2022,4243258,Jason Shelley,Missouri State,0.292,90.825
2022,4243276,Todd Centeio,James Madison,0.506,146.162
2022,4243322,Jake Haener,Fresno State,0.382,129.194
2022,4243535,D.J. Mack Jr.,Old Dominion,0.513,1.538
2022,4243539,Noah Vedral,Rutgers,0.109,4.995
2022,4244029,Jarret Doege,Troy,0.358,23.598
2022,4244804,Preston Hutchinson,Chattanooga,0.49,123.994
2022,4245186,Frank Harris,UTSA,0.456,215.978
2022,4246097,Jack Chambers,NC State,-0.101,-6.679
2022,4247187,Gunner Talkington,Eastern Washington,0.345,106.708
2022,4247262,Cole Copeland,Chattanooga,-0.132,-0.397
2022,4248104,Nolan Henderson,Delaware,0.297,123.782
2022,4248250,Ryan Glover,Memphis,-0.472,-3.307
2022,4248558,Jason Brown,Virginia Tech,0.087,1.135
2022,4248639,Jalen Fowler,North Carolina A&T,0.339,47.403
2022,4249033,Jeremiah Oatsvall,Tennessee Tech,0.168,46.226
2022,4249295,Reece Udinski,Richmond,0.357,171.242
2022,4249400,Cephus Johnson,SE Louisiana,0.177,21.194
2022,4249578,Gage Moloney,Bryant,0.195,4.103
2022,4249609,Shon Mitchell,Central Connecticut,0.158,10.093
2022,4249638,Zion Webb,Jacksonville State,0.375,74.683
2022,4249970,Preston Rice,Middle Tennessee,-0.956,-0.956
2022,4250679,Dominique Shoffner,Eastern Illinois,-0.035,-2.441
2022,4250842,Kohen Granier,Nicholls,0.139,30.374
2022,4250970,Dresser Winn,UT Martin,0.301,98.26
2022,4251048,Tyrece Nick,South Carolina State,-0.014,-0.23
2022,4251245,Glendon McDaniel,Southern,-0.176,-6.321
2022,4256036,Judd Erickson,San Diego,0.3,63.616
2022,4258191,Dylan McCaffrey,Northern Colorado,0.192,42.041
2022,4259152,Mike Irwin,Portland State,3.573,3.573
2022,4259219,Henry Colombi,Marshall,0.21,29.435
2022,4259269,Chris Reynolds,Charlotte,0.32,103.425
2022,4259269,Chris Reynolds,Charlotte,0.32,103.425
2022,4259552,John Seter,Limestone,0.286,9.729
2022,4259553,Stetson Bennett,Georgia,0.501,229.768
2022,4259592,Sean Clifford,Penn State,0.34,123.548
2022,4260394,Aidan O'Connell,Purdue,0.3,151.727
2022,4262162,Nate Cox,Nevada,0.164,34.758
2022,4280496,Jake Dunniway,Sacramento State,0.425,99.125
2022,4291782,Chase Cunningham,Middle Tennessee,0.251,118.643
2022,4360056,Ben Bryant,Cincinnati,0.369,133.114
2022,4360131,Holton Ahlers,East Carolina,0.389,185.835
2022,4360163,Austin Aune,North Texas,0.491,199.443
2022,4360175,Clayton Tune,Houston,0.486,242.441
2022,4360230,Emory Jones,Arizona State,0.189,41.309
2022,4360271,Tanner Mordecai,SMU,0.379,168.076
2022,4360331,Miles Kendrick,New Mexico,0.019,2.973
2022,4360403,Gunnar Holmberg,Florida International,0.451,8.116
2022,4360423,Michael Penix Jr.,Washington,0.46,251.386
2022,4360480,Spencer Petras,Iowa,0.11,34.254
2022,4360550,Derek Green,Long Island University,0.29,25.535
2022,4360650,Blake Stenstrom,Princeton,0.32,95.434
2022,4360689,Tyler Shough,Texas Tech,0.115,17.595
2022,4360698,Joe Milton,Tennessee,0.692,59.497
2022,4360799,Jordan Travis,Florida State,0.431,156.858
2022,4360824,Chance Nolan,Oregon State,0.506,54.14
2022,4360846,Theo Day,Northern Iowa,0.768,144.302
2022,4360900,Jason Bean,Kansas,0.602,79.438
2022,4360936,Zack Annexstad,Illinois State,0.304,65.072
2022,4361025,Jack Tuttle,Indiana,0.022,0.354
2022,4361032,Bryce Carpenter,Coastal Carolina,0.353,2.468
2022,4361033,Fred Payton,Mercer,0.605,196.529
2022,4361091,Jacob Sirmon,Northern Colorado,0.199,13.305
2022,4361141,Cammon Cooper,Hawai'i,NA,0
2022,4361182,Adrian Martinez,Kansas State,0.138,26.848
2022,4361222,Layne Hatcher,Texas State,0.187,82.495
2022,4361418,Will Levis,Kentucky,0.331,103.073
2022,4361493,Jack Plummer,California,0.259,121.916
2022,4361497,Carson Baker,Morgan State,0.191,17.203
2022,4361530,Artur Sitkowski,Illinois,0.056,1.115
2022,4361573,Cade Fortin,Arkansas,-0.191,-5.735
2022,4361607,Andrew Peasley,Wyoming,0.077,20.224
2022,4361636,John Paddock,Ball State,0.179,83.195
2022,4361653,Devin Leary,NC State,0.302,60.679
2022,4361690,Sean Chambers,Montana State,0.263,17.38
2022,4361735,Re-al Mitchell,San Diego,0.742,17.056
2022,4361825,Spencer Sanders,Oklahoma State,0.2,76.273
2022,4361959,Quincy Patterson II,Temple,0.096,1.054
2022,4361994,Sam Hartman,Wake Forest,0.435,203.359
2022,4362033,Calvin Brownholtz,UTEP,0.625,24.999
2022,4362073,Casey Thompson,Nebraska,0.433,123.421
2022,4362075,Cameron Rising,Utah,0.276,104.645
2022,4362159,Alan Bowman,Michigan,1.085,7.593
2022,4362211,Trey Lowe III,Southern Miss,0.259,33.12
2022,4362260,Carter Bradley,South Alabama,0.383,167.899
2022,4362303,Joe Mischler,Duquesne,0.291,58.248
2022,4362365,Davis Brin,Tulsa,0.381,100.206
2022,4362528,Wiley Green,Rice,-0.338,-6.088
2022,4362723,Gunnar Watson,Troy,0.268,100.973
2022,4362894,Jalen Mayden,San Diego State,0.473,115.481
2022,4362896,Tj McMahon,Rice,0.432,111.141
2022,4362915,Gerry Bohannon,South Florida,0.22,33.227
2022,4363148,AJ Mayer,Arkansas State,0.131,5.258
2022,4363410,Dylan Hopkins,UAB,0.395,87.678
2022,4363640,Jeremy Moussa,Florida A&M,0.258,54.459
2022,4364532,Simon Burkett,Eastern Washington,0.693,2.079
2022,4365443,Rett Files,North Alabama,0.25,2.246
2022,4366190,Kylan Weisser,Weber State,-0.521,-4.692
2022,4366715,Jeff Undercuffler,Akron,0.222,17.722
2022,4366755,Anthony Paoletti,Delaware,-0.277,-0.277
2022,4366857,Joey Baughman,Elon,-0.086,-0.171
2022,4367064,Joshua Zamot,Stony Brook,0.295,6.486
2022,4367178,Dorian Thompson-Robinson,UCLA,0.384,151.899
2022,4367591,Marquez McCray,Sacred Heart,0.388,52.33
2022,4367790,Tim DeMorat,Fordham,0.942,160.125
2022,4367817,Luke Emge,Harvard,-0.431,-0.863
2022,4368343,Austin Reed,Western Kentucky,0.327,166.951
2022,4368348,Nic Baker,Southern Illinois,0.48,154.416
2022,4368398,Mitch Davidson,Youngstown State,0.342,61.873
2022,4368767,Parker McKinney,Eastern Kentucky,0.504,231.688
2022,4368768,DJ Irons,Akron,0.317,115.24
2022,4368833,Michael Hiers,Samford,0.447,95.761
2022,4368908,Bailey Fisher,Gardner-Webb,0.248,82.176
2022,4369448,Darren Grainger,Georgia State,0.356,112.45
2022,4369839,JT Shrout,Colorado,0.132,26.239
2022,4370163,Jimmy Weirick,Wofford,0.33,84.23
2022,4370775,Brennan Armstrong,Virginia,0.083,27.728
2022,4370935,Trazon Connley,Prairie View A&M,0.276,52.097
2022,4371078,Romelo Williams,Central Connecticut,0.09,4.974
2022,4371730,Brady McBride,App State,0.819,2.458
2022,4372517,James Foster,Charlotte,0.4,9.597
2022,4372517,James Foster,Charlotte,0.4,9.597
2022,4372528,Jagger LaRoe,East Texas A&M,0.15,0.75
2022,4372559,Chase Wolf,Wisconsin,-0.158,-4.743
2022,4372768,Phil Jurkovec,Boston College,0.248,60.362
2022,4373013,Preston Weeks,Stephen F. Austin,0.145,3.035
2022,4373314,Nick Patti,Pittsburgh,-0.031,-1.976
2022,4373316,Justin Sliwoski,St. Francis (PA),0.517,36.691
2022,4373632,Jaren Hall,BYU,0.44,169.484
2022,4373726,Tyhier Tyler,Army,0.759,18.217
2022,4373851,Desmond Trotter,South Alabama,0.389,8.555
2022,4373895,Ben Wooldridge,Louisiana,0.183,44.336
2022,4373934,Chevan Cordeiro,San José State,0.271,112.682
2022,4374303,JT Daniels,West Virginia,0.27,90.195
2022,4374350,Asher O'Hara,Sacramento State,0.312,25.913
2022,4379400,Matthew Downing,Louisiana Tech,-0.007,-0.439
2022,4382528,Gunnor Faulk,UC Davis,0.353,1.765
2022,4382577,Zach Gwynn,Delaware,-0.487,-5.842
2022,4382645,Markevion Quinn,Alcorn State,0.66,2.641
2022,4383193,Jaylan Adams,Norfolk State,0.534,10.688
2022,4383504,Skyler Perry,Arkansas-Pine Bluff,0.047,7.963
2022,4383604,Deveon Bryant,Tennessee State,0.051,0.308
2022,4384187,Aaron Allen,Alcorn State,0.204,5.715
2022,4384546,Cory Fields,South Carolina State,-0.046,-1.012
2022,4384603,Will McElvain,Central Arkansas,0.373,88.296
2022,4384690,Jack Albers,Purdue,-1.277,-7.662
2022,4387702,Henry Ogala,Western Illinois,-0.07,-4.179
2022,4390274,Rasean Mckay,Florida A&M,0.392,2.743
2022,4426335,Graham Mertz,Wisconsin,0.341,102.028
2022,4426338,Bo Nix,Oregon,0.412,169.413
2022,4426339,Spencer Rattler,South Carolina,0.281,113.634
2022,4426348,Jayden Daniels,LSU,0.299,127.584
2022,4426360,Joey Yellen,Hawai'i,-0.117,-8.065
2022,4426417,Jacob Zeno,UAB,0.256,25.649
2022,4426430,Taisun Phommachanh,Georgia Tech,-0.283,-1.415
2022,4426444,Connor Bazelak,Indiana,0.14,61.463
2022,4426494,John Rhys Plumlee,UCF,0.246,88.201
2022,4426499,Hank Bachmeier,Boise State,0.265,21.974
2022,4426519,Boone Abbott,Utah Tech,0.205,3.075
2022,4426657,Ryan Hilinski,Northwestern,0.194,49.353
2022,4426687,Johnathan Bennett,Liberty,0.253,60.027
2022,4426688,Kaiden Bennett,Sacramento State,0.012,0.074
2022,4426770,Spencer Brasch,Cal Poly,0.267,44.902
2022,4426845,Dylan Cadwallader,Dartmouth,0.298,29.824
2022,4426884,Quincy Casey,Alabama A&M,0.074,5.956
2022,4426894,Dante Chachere,Portland State,0.313,75.723
2022,4426939,Jayden Clemons,Wyoming,0.19,4.927
2022,4426966,Garrett Shrader,Syracuse,0.242,83.331
2022,4427105,Max Duggan,TCU,0.375,165.175
2022,4427118,Garrett Dzuro,Massachusetts,0.282,11.281
2022,4427125,Weston Eget,New Mexico State,2.062,4.125
2022,4427191,Dequan Finn,Toledo,0.378,120.964
2022,4427238,Dillon Gabriel,Oklahoma,0.341,116.222
2022,4427243,Brett Gabbert,Miami (OH),0.313,26
2022,4427306,TJ Goodwin,Mississippi Valley State,-0.732,-9.51
2022,4427313,Ta'Quan Roberson,UConn,0.037,0.074
2022,4427344,Chase Griffin,UCLA,-0.157,-0.157
2022,4427351,Grant Gunnell,North Texas,-0.92,-9.196
2022,4427354,Jarrett Guest,Coastal Carolina,-0.086,-5.133
2022,4427455,Cade McNamara,Michigan,0.053,1.525
2022,4427681,Nick Kargman,Wagner,0.322,40.614
2022,4427731,Tyler Knoop,Georgetown,0.525,5.251
2022,4427740,Cole Kramer,Minnesota,0.226,1.358
2022,4427761,Devin Larsen,Western New Mexico,-0.005,-0.247
2022,4427857,Andy Maddox,Michigan,-0.071,-0.071
2022,4427911,Hollis Mathis,William & Mary,-0.215,-1.074
2022,4427924,Justin Allen,Elon,NA,0
2022,4427928,Brian Maurer,Stephen F. Austin,0.275,1.1
2022,4427936,Grayson McCall,Coastal Carolina,0.501,156.76
2022,4427949,Clifton McDowell,Central Arkansas,0.255,4.59
2022,4427954,Tanner McGee,South Alabama,-3.437,-3.437
2022,4427966,Maverick McIvor,Abilene Christian,0.339,99.447
2022,4428091,Eric Najarian,Maryland,-0.134,-1.469
2022,4428186,Alex Padilla,Iowa,-0.148,-6.804
2022,4428275,Cade Pribula,Sacred Heart,-0.562,-2.81
2022,4428432,Cameron Sapp,Florida A&M,0.395,1.185
2022,4428439,Collin Schlee,Kent State,0.341,88.615
2022,4428443,Eddie Schott,Butler,-0.292,-2.041
2022,4428512,Kedon Slovis,Pittsburgh,0.279,86.269
2022,4428671,Caden Bell,Columbia,0.206,17.7
2022,4428693,Trent Tompkins,UC Davis,0.534,12.286
2022,4428805,Connor Watkins,Villanova,0.353,79.094
2022,4428887,Davis Beville,Oklahoma,-0.212,-7.638
2022,4428890,Levi Williams,Utah State,-0.645,-10.971
2022,4428961,Jordan Yates,Sam Houston,-0.424,-32.226
2022,4428977,Jack Zergiotis,Merrimack,0.31,28.85
2022,4428993,Haynes King,Texas A&M,0.193,36.957
2022,4429020,D.J. Uiagalelei,Clemson,0.235,90.303
2022,4429032,Hudson Card,Texas,0.332,39.149
2022,4429066,Jeff Sims,Georgia Tech,0.038,7.858
2022,4429068,Ethan Garbers,UCLA,0.414,16.567
2022,4429070,Shane Illingworth,Nevada,-0.006,-0.955
2022,4429084,Anthony Richardson,Florida,0.307,103.009
2022,4429088,Drew Pyne,Notre Dame,0.35,92.079
2022,4429145,Harrison Bailey,UNLV,-0.197,-4.54
2022,4429149,Brendon Lewis,Colorado,-0.013,-0.32
2022,4429175,Jaden Casey,Portland State,-0.47,-3.756
2022,4429179,Aidan Bouman,South Dakota,0.386,53.289
2022,4429191,Deuce Hogan,Kentucky,-0.102,-0.713
2022,4429209,Beau Allen,Tarleton State,0.38,82.095
2022,4429219,Ira Armstead,Eastern Illinois,NA,0
2022,4429270,Tyler Beverett,Bucknell,0.174,1.91
2022,4429413,Brendon Clark,Old Dominion,0.292,1.167
2022,4429415,Mikele Colasurdo,Georgia State,NA,0
2022,4429435,Brady Cook,Missouri,0.301,118.829
2022,4429463,Jacolby Criswell,North Carolina,-0.338,-2.029
2022,4429516,Doug Brumfield,UNLV,0.315,71.867
2022,4429582,Joe Fagnano,Maine,0.189,59.48
2022,4429595,Chandler Fields,Louisiana,0.247,45.517
2022,4429620,Justin Fomby,Houston Christian,-0.007,-1.948
2022,4429801,Tucker Gleason,Toledo,0.258,30.921
2022,4429847,Garrett Greene,West Virginia,0.347,28.803
2022,4429880,DeAngelo Hardy,Kennesaw State,-1.012,-1.012
2022,4429950,Knox Kadum,McNeese,0.081,6.059
2022,4429955,Will Howard,Kansas State,0.433,88.235
2022,4430033,Cooper Legas,Utah State,0.169,39.654
2022,4430066,Ross Malmgren,Charleston Southern,0.106,13.933
2022,4430367,Sofian Massoud,Hampton,-0.107,-1.719
2022,4430431,Kurtis Rourke,Ohio,0.516,187.978
2022,4430457,Gavin Screws,Indiana State,0.463,20.843
2022,4430474,Xavier Shepherd,Kennesaw State,0.327,44.486
2022,4430483,Rent Montie,Lafayette,-0.009,-0.677
2022,4430590,Payton Thorne,Michigan State,0.215,85.527
2022,4430650,Demeatric Crenshaw,Youngstown State,0.152,12.482
2022,4430686,Grant Wells,Virginia Tech,0.177,53.957
2022,4430699,Jack Salopek,Western Michigan,0.217,49.792
2022,4430718,Jeff Widener,Northern Arizona,-1.281,-6.403
2022,4430775,Hayden Wolff,Old Dominion,0.222,94.477
2022,4430792,Ryan Yost,Assumption,-0.13,-0.26
2022,4430829,Michael Alaimo,Purdue,-0.077,-1.464
2022,4430836,Chubba Purdy,Nebraska,-0.189,-9.266
2022,4430841,Carson Beck,Georgia,0.705,24.682
2022,4430865,Jay Butterfield,Oregon,-0.298,-0.298
2022,4431018,Michael Chandler II,Lamar,0.191,26.771
2022,4431091,Ben Finley,NC State,0.202,25.044
2022,4431114,Ben Gulbranson,Oregon State,0.321,64.133
2022,4431246,Baron May,East Tennessee State,-0.486,-10.687
2022,4431302,Ricky Ortega,Villanova,NA,0
2022,4431318,Cam Peters,UTSA,-2.689,-2.689
2022,4431325,Taylen Green,Boise State,0.441,116.338
2022,4431355,Edwin Rhodes,Tennessee State,1.229,8.605
2022,4431387,Evan Simon,Rutgers,0.131,18.258
2022,4431397,Logan Smothers,Nebraska,0.11,2.303
2022,4431416,Kiael Kelly,Ball State,NA,0
2022,4431418,Ty Keyes,Southern Miss,1.202,18.035
2022,4431452,Drake Maye,North Carolina,0.403,222.994
2022,4431465,Behren Morton,Texas Tech,0.09,14.972
2022,4431535,Jake Rubley,Kansas State,0.284,1.704
2022,4431565,Walter Simmons III,Bethune-Cookman,0.134,1.203
2022,4431580,Miller Moss,USC,0.81,11.339
2022,4431611,Caleb Williams,USC,0.481,255.316
2022,4431633,Will Crowder,West Virginia,1.226,7.358
2022,4431948,TJ Finley,Auburn,0.313,16.284
2022,4432138,Mason Garcia,East Carolina,-0.274,-3.556
2022,4432157,Chayil Garnett,Tennessee State,-0.094,-1.31
2022,4432289,Collin Ironside,VMI,0.411,13.551
2022,4432577,C.J. Stroud,Ohio State,0.529,210.92
2022,4432612,Christian Veilleux,Penn State,-0.191,-1.913
2022,4432690,Dematrius Davis,Alabama State,0.071,10.461
2022,4432691,Carlos Del Rio-Wilson,Syracuse,0.055,3.184
2022,4432703,Jake Garcia,Miami,0.193,23.014
2022,4432722,Athan Kaliakmanis,Minnesota,0.275,31.32
2022,4432733,Clay Millen,Colorado State,0.152,38.262
2022,4432734,Jalen Milroe,Alabama,0.103,5.774
2022,4432759,Sawyer Robertson,Mississippi State,-0.575,-6.329
2022,4432762,Shedeur Sanders,Jackson State,0.439,124.609
2022,4432767,Preston Stone,SMU,0.328,15.724
2022,4432780,Austin Tutas,Yale,1.683,10.097
2022,4432782,Brock Vandagriff,Georgia,-0.231,-0.462
2022,4432803,Kaidon Salter,Liberty,0.249,40.577
2022,4433829,Mitch Griffis,Wake Forest,0.369,16.597
